transaction_id,customer_id,transaction_date,transaction_type,merchant_category,amount_eur,country,customer_segment
2566,159,2025-10-14 22:11:28,Card Payment,Entertainment,284.44,Senegal,Standard
2567,967,2025-06-22 05:48:23,Card Payment,Travel,104.81,UK,Standard
2568,204,2025-03-11 00:35:28,Card Payment,Restaurants,188.96,Senegal,Standard
2569,138,2025-04-28 00:47:59,Card Payment,Transport,68.58,Germany,Standard
2570,225,2025-12-21 04:28:22,Card Payment,Travel,143.19,Senegal,Standard
2571,687,2025-08-13 15:32:30,Online Payment,Healthcare,225.47,Senegal,Premium
2572,146,2025-01-30 06:19:08,Cash Withdrawal,Entertainment,226.52,Portugal,Standard
2573,285,2025-03-30 08:24:15,Transfer,Utilities,21.53,France,Standard
2574,753,2025-01-15 07:53:34,Transfer,Shopping,982.96,Germany,Business
2575,278,2025-08-23 02:28:46,Cash Withdrawal,Restaurants,18.77,UK,Standard
2576,970,2025-03-25 04:49:14,Online Payment,Groceries,31.81,Spain,Standard
2577,300,2025-07-31 09:25:40,Card Payment,Entertainment,22.25,Germany,Standard
2578,677,2025-09-01 23:22:53,Online Payment,Healthcare,440.49,UK,Premium
2579,652,2025-11-15 21:52:17,Transfer,Entertainment,248.33,Senegal,Standard
2580,959,2025-10-05 08:16:44,Online Payment,Shopping,19.76,Germany,Standard
2581,550,2025-11-19 05:24:02,Online Payment,Healthcare,50.46,Senegal,Standard
2582,348,2025-01-21 21:17:48,Transfer,Transport,232.26,Germany,Business
2583,801,2025-12-31 09:16:26,Transfer,Travel,121.29,Portugal,Standard
2584,937,2025-11-18 06:49:52,Transfer,Restaurants,568.82,Senegal,Premium
2585,463,2025-02-13 03:07:45,Transfer,Transport,239.36,Senegal,Standard
2586,49,2025-12-23 12:37:16,Card Payment,Healthcare,289.97,Portugal,Standard
2587,705,2025-02-07 16:32:41,Transfer,Groceries,202.53,Senegal,Standard
2588,876,2025-11-19 08:12:41,Card Payment,Healthcare,90.95,UK,Standard
2589,613,2025-05-09 12:55:25,Card Payment,Transport,713.55,Senegal,Business
2590,183,2025-03-14 17:55:17,Transfer,Transport,150.73,UK,Standard
2591,969,2025-04-04 05:57:16,Card Payment,Shopping,78.68,Spain,Standard
2592,22,2025-04-01 13:43:18,Card Payment,Shopping,49.15,Portugal,Standard
2593,696,2025-04-09 07:06:38,Card Payment,Shopping,358.75,France,Premium
2594,758,2025-06-04 16:07:21,Cash Withdrawal,Utilities,129.39,France,Premium
2595,899,2025-09-13 18:30:59,Online Payment,Groceries,189.79,Senegal,Premium
2596,614,2025-03-27 00:22:33,Transfer,Entertainment,8.46,Senegal,Standard
2597,881,2025-02-06 22:17:06,Card Payment,Travel,230.96,UK,Standard
2598,785,2025-05-12 22:42:57,Online Payment,Utilities,237.47,UK,Standard
2599,719,2025-03-23 21:45:46,Online Payment,Travel,262.01,Senegal,Premium
2600,759,2025-09-12 17:15:49,Card Payment,Utilities,84.06,Senegal,Standard
2601,327,2025-01-09 15:13:55,Cash Withdrawal,Restaurants,274.05,Senegal,Standard
2602,83,2025-11-06 04:52:20,Online Payment,Entertainment,660.43,France,Business
2603,29,2025-02-06 11:44:41,Transfer,Restaurants,49.52,Spain,Standard
2604,947,2025-06-12 11:29:53,Online Payment,Travel,69.42,Germany,Standard
2605,776,2025-12-09 05:36:47,Transfer,Travel,147.23,Senegal,Premium
2606,662,2025-01-22 15:42:32,Card Payment,Shopping,200.9,UK,Standard
2607,387,2025-12-09 20:04:10,Card Payment,Shopping,188.93,UK,Standard
2608,348,2025-10-03 01:28:21,Card Payment,Utilities,874.14,Germany,Business
2609,45,2025-11-25 03:02:51,Card Payment,Utilities,212.79,France,Standard
2610,182,2025-02-09 13:32:53,Online Payment,Transport,285.18,Spain,Standard
2611,768,2025-08-11 19:47:09,Card Payment,Transport,214.81,France,Standard
2612,428,2025-02-26 19:19:38,Transfer,Travel,633.36,Germany,Standard
2613,335,2025-03-10 00:02:05,Card Payment,Groceries,119.89,Senegal,Standard
2614,44,2025-09-12 16:06:05,Cash Withdrawal,Restaurants,173.16,Senegal,Standard
2615,654,2025-07-18 23:13:18,Transfer,Utilities,500.83,Senegal,Premium
2616,412,2025-03-02 21:41:31,Card Payment,Travel,225.94,Spain,Standard
2617,446,2025-11-09 05:07:49,Cash Withdrawal,Utilities,92.38,UK,Standard
2618,733,2025-01-09 11:07:40,Online Payment,Restaurants,57.82,Portugal,Standard
2619,707,2025-04-22 04:06:20,Card Payment,Shopping,53.11,Portugal,Standard
2620,289,2025-08-17 05:35:09,Cash Withdrawal,Transport,31.56,Spain,Standard
2621,846,2025-11-30 05:51:27,Cash Withdrawal,Shopping,174.73,France,Standard
2622,527,2025-08-10 15:22:24,Transfer,Transport,909.18,France,Standard
2623,420,2025-06-28 07:09:42,Card Payment,Restaurants,213.34,France,Standard
2624,766,2025-02-19 00:08:24,Card Payment,Entertainment,62.05,UK,Standard
2625,330,2025-09-29 08:33:14,Transfer,Entertainment,243.84,Spain,Standard
2626,564,2025-08-02 22:25:33,Cash Withdrawal,Entertainment,336.36,Germany,Premium
2627,176,2025-12-24 15:44:08,Transfer,Groceries,22.59,Senegal,Standard
2628,168,2025-04-01 20:14:11,Online Payment,Travel,560.8,France,Premium
2629,911,2025-04-15 07:48:33,Card Payment,Travel,203.59,UK,Standard
2630,835,2025-11-20 19:44:44,Card Payment,Transport,308.34,Germany,Premium
2631,935,2025-05-07 15:48:12,Online Payment,Travel,114.45,UK,Premium
2632,566,2025-03-21 18:25:01,Card Payment,Transport,10.48,France,Premium
2633,811,2025-12-11 19:40:52,Card Payment,Utilities,216.48,France,Standard
2634,870,2025-11-04 02:18:16,Transfer,Utilities,108.05,UK,Standard
2635,542,2025-09-10 14:02:26,Card Payment,Groceries,124.79,Senegal,Standard
2636,98,2025-10-25 06:04:55,Transfer,Travel,227.88,Senegal,Standard
2637,7,2025-05-07 02:43:58,Transfer,Transport,257.61,France,Standard
2638,637,2025-09-15 04:01:45,Card Payment,Healthcare,287.17,France,Standard
2639,361,2025-05-07 19:41:52,Online Payment,Travel,175.97,Portugal,Standard
2640,710,2025-03-19 14:13:41,Card Payment,Healthcare,115.14,Senegal,Premium
2641,386,2025-11-10 12:53:06,Card Payment,Travel,324.98,Portugal,Premium
2642,589,2025-11-12 18:28:03,Online Payment,Restaurants,401.93,UK,Business
2643,608,2025-05-20 15:50:36,Transfer,Restaurants,212.62,France,Premium
2644,644,2025-10-24 22:07:49,Transfer,Healthcare,222.76,Senegal,Standard
2645,24,2025-08-05 21:29:27,Card Payment,Healthcare,47.1,Senegal,Standard
2646,312,2025-01-12 20:28:39,Card Payment,Healthcare,174.36,UK,Standard
2647,4,2025-05-11 20:21:28,Transfer,Healthcare,95.56,UK,Standard
2648,361,2025-09-18 07:02:47,Transfer,Shopping,124.66,Portugal,Standard
2649,822,2025-05-28 16:41:14,Transfer,Shopping,152.8,UK,Business
2650,532,2025-10-02 19:24:49,Online Payment,Entertainment,65.85,Senegal,Standard
2651,110,2025-05-16 10:33:32,Online Payment,Shopping,234.04,France,Standard
2652,324,2025-07-21 00:21:39,Card Payment,Restaurants,401.1,Spain,Premium
2653,335,2025-03-25 14:30:28,Online Payment,Transport,251.53,Senegal,Standard
2654,143,2025-11-05 02:13:42,Online Payment,Groceries,122.03,UK,Standard
2655,19,2025-07-03 18:56:08,Online Payment,Restaurants,84.82,Spain,Standard
2656,107,2025-10-12 06:54:57,Cash Withdrawal,Groceries,338.21,Spain,Premium
2657,896,2025-10-04 20:03:49,Transfer,Groceries,102.31,France,Standard
2658,243,2025-02-24 20:08:46,Transfer,Healthcare,82.26,Senegal,Standard
2659,356,2025-08-17 13:29:29,Card Payment,Utilities,9.3,France,Standard
2660,938,2025-07-19 14:41:00,Card Payment,Groceries,135.58,Germany,Premium
2661,105,2025-07-03 14:06:17,Transfer,Entertainment,3062.61,UK,Premium
2662,300,2025-08-13 19:42:37,Card Payment,Shopping,231.34,Germany,Standard
2663,681,2025-09-15 17:28:15,Online Payment,Shopping,132.44,Germany,Standard
2664,936,2025-03-24 15:05:22,Cash Withdrawal,Groceries,197.82,Senegal,Standard
2665,900,2025-04-15 15:34:23,Transfer,Groceries,14.21,Senegal,Standard
2666,382,2025-06-01 11:01:56,Online Payment,Transport,19.04,France,Standard
2667,973,2025-07-21 17:37:12,Online Payment,Restaurants,182.43,Senegal,Standard
2668,281,2025-07-11 06:00:05,Transfer,Travel,169.79,Portugal,Standard
2669,309,2025-03-01 11:46:55,Online Payment,Travel,46.82,France,Standard
2670,933,2025-08-06 06:29:24,Card Payment,Travel,262.31,France,Standard
2671,189,2025-11-22 23:34:31,Online Payment,Restaurants,174.88,Senegal,Standard
2672,676,2025-07-19 11:03:10,Card Payment,Groceries,162.59,France,Premium
2673,555,2025-08-12 11:52:43,Card Payment,Entertainment,114.85,France,Standard
2674,175,2025-09-08 02:58:46,Card Payment,Utilities,162.64,Germany,Standard
2675,993,2025-03-27 21:41:50,Card Payment,Entertainment,219.95,Germany,Standard
2676,58,2025-02-16 02:28:31,Card Payment,Utilities,121.34,Senegal,Standard
2677,952,2025-03-15 23:03:28,Cash Withdrawal,Healthcare,74.86,Senegal,Standard
2678,994,2025-11-25 19:51:49,Card Payment,Restaurants,130.55,Portugal,Standard
2679,750,2025-06-14 20:10:32,Card Payment,Entertainment,337.85,Senegal,Premium
2680,333,2025-03-13 11:22:56,Card Payment,Shopping,55.24,France,Standard
2681,104,2025-08-18 02:25:24,Card Payment,Entertainment,149.33,UK,Standard
2682,57,2025-07-05 11:13:57,Card Payment,Groceries,322.16,Portugal,Premium
2683,614,2025-04-28 13:19:48,Card Payment,Healthcare,138.96,Senegal,Standard
2684,654,2025-06-01 04:04:57,Card Payment,Restaurants,185.56,Senegal,Premium
2685,854,2025-12-26 20:47:32,Cash Withdrawal,Healthcare,40.13,UK,Standard
2686,471,2025-01-19 12:08:15,Card Payment,Shopping,254.98,Germany,Standard
2687,237,2025-04-22 15:20:18,Card Payment,Groceries,70.56,Senegal,Standard
2688,86,2025-11-26 18:58:30,Online Payment,Transport,208.07,UK,Standard
2689,941,2025-08-31 18:25:26,Transfer,Restaurants,262.0,France,Premium
2690,548,2025-10-06 17:18:07,Online Payment,Transport,109.02,Senegal,Standard
2691,202,2025-06-10 06:36:34,Card Payment,Travel,59.27,Senegal,Standard
2692,126,2025-04-19 11:55:17,Card Payment,Shopping,251.07,Spain,Premium
2693,747,2025-02-24 12:58:13,Card Payment,Groceries,69.9,France,Premium
2694,436,2025-09-12 03:11:24,Transfer,Utilities,365.19,Germany,Business
2695,753,2025-07-23 21:26:21,Card Payment,Travel,1121.55,Germany,Business
2696,955,2025-03-11 21:23:45,Card Payment,Shopping,71.22,Spain,Standard
2697,620,2025-06-24 01:55:02,Transfer,Travel,190.59,Germany,Standard
2698,625,2025-09-30 21:41:03,Transfer,Groceries,208.4,Senegal,Standard
2699,568,2025-04-30 12:23:34,Card Payment,Utilities,175.34,Senegal,Standard
2700,168,2025-09-25 10:34:37,Card Payment,Transport,328.78,France,Premium
2701,927,2025-09-21 18:48:45,Card Payment,Shopping,240.02,Portugal,Premium
2702,305,2025-10-15 13:30:19,Transfer,Healthcare,353.87,Senegal,Premium
2703,844,2025-06-28 18:55:44,Cash Withdrawal,Healthcare,203.87,UK,Premium
2704,130,2025-03-15 02:36:06,Online Payment,Transport,507.13,Senegal,Premium
2705,452,2025-12-06 22:58:52,Cash Withdrawal,Healthcare,220.68,Germany,Standard
2706,859,2025-11-24 22:09:08,Card Payment,Restaurants,93.28,UK,Standard
2707,930,2025-10-25 19:15:52,Online Payment,Transport,141.33,Senegal,Standard
2708,307,2025-05-17 07:30:15,Online Payment,Shopping,278.0,Spain,Standard
2709,436,2025-09-25 03:48:57,Card Payment,Restaurants,637.23,Germany,Business
2710,85,2025-09-15 12:26:29,Card Payment,Utilities,193.27,Senegal,Standard
2711,771,2025-11-09 17:54:06,Card Payment,Transport,233.73,UK,Standard
2712,855,2025-01-06 00:49:30,Transfer,Shopping,283.85,Senegal,Standard
2713,756,2025-10-23 01:42:39,Cash Withdrawal,Restaurants,250.85,Senegal,Standard
2714,380,2025-04-24 13:36:17,Card Payment,Travel,555.52,UK,Premium
2715,92,2025-01-11 16:55:06,Transfer,Entertainment,224.63,Senegal,Standard
2716,985,2025-01-11 04:25:30,Cash Withdrawal,Entertainment,125.14,UK,Premium
2717,125,2025-09-30 04:34:29,Transfer,Transport,8.08,Germany,Standard
2718,874,2025-06-11 12:43:37,Transfer,Healthcare,191.35,France,Premium
2719,125,2025-09-29 11:56:43,Card Payment,Travel,17.47,Germany,Standard
2720,847,2025-01-22 10:19:06,Transfer,Transport,514.8,France,Premium
2721,336,2025-04-16 14:34:49,Card Payment,Restaurants,93.3,UK,Standard
2722,72,2025-03-13 16:00:54,Online Payment,Healthcare,65.66,France,Standard
2723,81,2025-10-18 08:55:57,Card Payment,Entertainment,621.4,France,Business
2724,215,2025-10-06 11:42:53,Card Payment,Groceries,425.55,Senegal,Premium
2725,999,2025-05-30 16:23:49,Online Payment,Travel,31.65,Senegal,Standard
2726,682,2025-05-03 21:17:28,Card Payment,Entertainment,517.86,UK,Premium
2727,500,2025-02-21 13:49:45,Transfer,Entertainment,214.56,Spain,Premium
2728,298,2025-05-03 17:10:05,Card Payment,Groceries,199.71,France,Standard
2729,498,2025-08-04 23:40:17,Card Payment,Groceries,257.3,Senegal,Standard
2730,388,2025-09-24 02:59:35,Card Payment,Entertainment,274.66,Portugal,Standard
2731,387,2025-07-31 02:47:12,Online Payment,Shopping,25.26,UK,Standard
2732,36,2025-04-15 12:11:17,Online Payment,Healthcare,287.88,Spain,Standard
2733,549,2025-07-11 04:31:50,Online Payment,Shopping,125.83,Senegal,Standard
2734,39,2025-01-05 09:36:50,Card Payment,Groceries,179.74,France,Business
2735,147,2025-09-18 03:43:48,Card Payment,Utilities,129.56,France,Standard
2736,270,2025-10-24 08:22:15,Transfer,Shopping,138.72,Germany,Standard
2737,607,2025-10-22 01:38:05,Card Payment,Utilities,556.67,UK,Premium
2738,429,2025-12-04 22:05:36,Card Payment,Shopping,210.08,France,Standard
2739,642,2025-10-02 10:07:46,Online Payment,Groceries,173.05,Spain,Standard
2740,962,2025-06-29 04:04:25,Transfer,Healthcare,461.5,Germany,Premium
2741,877,2025-03-11 17:52:31,Cash Withdrawal,Entertainment,163.6,Germany,Standard
2742,127,2025-10-11 20:23:13,Card Payment,Utilities,11.28,Senegal,Standard
2743,123,2025-01-18 07:23:40,Cash Withdrawal,Travel,1010.19,Spain,Business
2744,313,2025-08-29 16:08:09,Online Payment,Transport,154.64,France,Standard
2745,668,2025-05-26 17:17:25,Cash Withdrawal,Utilities,442.06,UK,Premium
2746,461,2025-11-06 00:27:12,Card Payment,Shopping,32.82,UK,Standard
2747,638,2025-08-03 00:50:39,Online Payment,Entertainment,247.74,France,Business
2748,191,2025-03-27 01:26:19,Transfer,Travel,44.31,Portugal,Standard
2749,947,2025-02-13 22:15:12,Card Payment,Restaurants,259.4,Germany,Standard
2750,36,2025-05-18 10:10:34,Cash Withdrawal,Entertainment,137.81,Spain,Standard
2751,68,2025-05-20 03:37:48,Card Payment,Healthcare,208.39,Spain,Standard
2752,579,2025-10-10 23:25:11,Card Payment,Shopping,114.51,Senegal,Standard
2753,78,2025-11-21 05:15:32,Card Payment,Healthcare,431.61,Portugal,Premium
2754,148,2025-10-13 17:16:55,Cash Withdrawal,Healthcare,13.31,UK,Standard
2755,155,2025-04-15 06:40:29,Cash Withdrawal,Shopping,260.34,Germany,Standard
2756,182,2025-04-05 10:32:40,Card Payment,Healthcare,253.38,Spain,Standard
2757,15,2025-10-01 22:38:28,Card Payment,Utilities,111.71,UK,Premium
2758,53,2025-12-19 13:53:21,Card Payment,Shopping,471.43,Spain,Business
2759,221,2025-12-22 23:46:03,Card Payment,Groceries,98.09,France,Premium
2760,174,2025-06-21 08:36:31,Card Payment,Restaurants,469.63,Germany,Premium
2761,401,2025-07-04 07:09:27,Online Payment,Travel,217.83,Senegal,Standard
2762,420,2025-11-06 11:23:44,Online Payment,Groceries,7.94,France,Standard
2763,31,2025-10-16 00:26:55,Card Payment,Healthcare,76.8,France,Standard
2764,27,2025-01-18 23:49:26,Cash Withdrawal,Utilities,373.05,Spain,Premium
2765,463,2025-07-14 20:37:15,Card Payment,Transport,37.2,Senegal,Standard
2766,43,2025-09-11 05:11:22,Cash Withdrawal,Healthcare,531.91,Senegal,Premium
2767,191,2025-05-24 14:50:13,Card Payment,Shopping,98.28,Portugal,Standard
2768,812,2025-02-05 17:15:23,Card Payment,Healthcare,37.73,UK,Standard
2769,855,2025-03-16 08:12:47,Card Payment,Shopping,95.39,Senegal,Standard
2770,778,2025-11-28 14:27:56,Card Payment,Restaurants,59.18,Portugal,Standard
2771,16,2025-02-12 05:10:01,Card Payment,Restaurants,68.33,Spain,Standard
2772,978,2025-08-17 17:16:28,Cash Withdrawal,Groceries,177.09,Senegal,Standard
2773,905,2025-11-25 22:46:26,Card Payment,Groceries,66.43,UK,Standard
2774,362,2025-02-10 23:43:19,Card Payment,Utilities,277.27,Spain,Standard
2775,477,2025-12-13 04:52:35,Transfer,Shopping,217.46,France,Standard
2776,277,2025-07-15 01:20:56,Online Payment,Entertainment,177.38,UK,Standard
2777,135,2025-10-25 03:18:36,Card Payment,Transport,99.3,Portugal,Standard
2778,175,2025-11-07 19:30:36,Online Payment,Travel,298.04,Germany,Standard
2779,907,2025-09-21 15:20:20,Card Payment,Healthcare,169.02,Senegal,Standard
2780,130,2025-09-14 19:08:00,Card Payment,Travel,599.49,Senegal,Premium
2781,276,2025-08-13 23:56:00,Card Payment,Shopping,47.89,Senegal,Business
2782,571,2025-11-14 20:39:11,Online Payment,Transport,347.41,France,Premium
2783,134,2025-09-28 07:20:24,Card Payment,Shopping,35.73,UK,Premium
2784,403,2025-04-28 10:08:36,Transfer,Restaurants,250.91,France,Standard
2785,554,2025-01-21 18:21:22,Card Payment,Travel,84.77,Spain,Standard
2786,162,2025-03-17 00:21:15,Card Payment,Travel,98.98,Germany,Standard
2787,173,2025-12-18 05:24:09,Card Payment,Restaurants,63.79,Germany,Standard
2788,888,2025-04-22 00:04:19,Card Payment,Entertainment,5.44,UK,Standard
2789,63,2025-07-26 16:30:32,Card Payment,Travel,78.36,UK,Standard
2790,246,2025-10-18 03:16:34,Transfer,Groceries,5.99,UK,Standard
2791,125,2025-02-17 13:59:54,Card Payment,Travel,240.5,Germany,Standard
2792,582,2025-09-11 07:20:16,Cash Withdrawal,Restaurants,247.02,Portugal,Standard
2793,957,2025-07-18 00:19:27,Card Payment,Healthcare,223.3,Spain,Standard
2794,555,2025-02-12 19:56:16,Cash Withdrawal,Entertainment,93.56,France,Standard
2795,436,2025-01-12 21:43:33,Card Payment,Shopping,478.44,Germany,Business
2796,836,2025-03-02 03:31:25,Online Payment,Shopping,206.87,Portugal,Standard
2797,741,2025-02-13 11:35:25,Online Payment,Healthcare,29.33,Senegal,Standard
2798,95,2025-03-14 20:52:27,Transfer,Entertainment,209.82,UK,Standard
2799,986,2025-05-14 00:26:17,Online Payment,Restaurants,291.97,UK,Standard
2800,71,2025-07-30 01:05:28,Card Payment,Entertainment,229.98,UK,Standard
2801,458,2025-05-20 14:43:28,Card Payment,Shopping,177.2,Senegal,Premium
2802,443,2025-05-17 23:26:45,Card Payment,Groceries,33.17,France,Standard
2803,739,2025-02-16 18:27:32,Card Payment,Restaurants,213.37,UK,Standard
2804,156,2025-05-28 00:02:27,Online Payment,Utilities,156.43,France,Standard
2805,153,2025-09-14 02:32:58,Online Payment,Travel,46.52,Senegal,Standard
2806,509,2025-07-03 23:11:55,Card Payment,Entertainment,271.93,UK,Standard
2807,995,2025-06-26 16:32:43,Card Payment,Shopping,52.13,Spain,Standard
2808,18,2025-10-14 05:04:43,Card Payment,Transport,208.18,Germany,Business
2809,565,2025-02-05 22:52:38,Cash Withdrawal,Transport,166.94,Senegal,Standard
2810,181,2025-07-23 04:09:57,Cash Withdrawal,Entertainment,677.43,France,Standard
2811,905,2025-05-16 15:31:38,Card Payment,Healthcare,182.48,UK,Standard
2812,419,2025-03-15 16:41:07,Card Payment,Transport,42.7,Senegal,Standard
2813,89,2025-10-18 22:50:01,Card Payment,Restaurants,64.15,Senegal,Standard
2814,438,2025-05-16 19:22:56,Card Payment,Transport,41.9,France,Standard
2815,733,2025-06-16 08:10:11,Card Payment,Healthcare,221.95,Portugal,Standard
2816,979,2025-06-06 23:51:04,Online Payment,Shopping,194.11,France,Premium
2817,182,2025-11-21 10:55:01,Online Payment,Healthcare,128.59,Spain,Standard
2818,393,2025-05-02 00:14:57,Online Payment,Groceries,73.17,Senegal,Premium
2819,375,2025-03-18 09:26:49,Card Payment,Utilities,289.39,Senegal,Standard
2820,241,2025-10-01 06:09:21,Card Payment,Travel,118.03,Germany,Business
2821,168,2025-08-23 06:40:21,Online Payment,Transport,452.18,France,Premium
2822,404,2025-12-27 14:06:20,Card Payment,Groceries,155.27,Senegal,Standard
2823,958,2025-05-22 02:47:18,Card Payment,Travel,572.1,Senegal,Premium
2824,980,2025-10-07 16:05:33,Online Payment,Healthcare,265.74,Senegal,Standard
2825,523,2025-08-28 02:55:53,Online Payment,Shopping,238.08,Germany,Standard
2826,679,2025-01-19 15:01:44,Card Payment,Groceries,193.54,Senegal,Standard
2827,999,2025-06-04 05:18:00,Online Payment,Shopping,152.68,Senegal,Standard
2828,129,2025-06-07 15:15:55,Card Payment,Shopping,488.9,Senegal,Premium
2829,900,2025-03-19 03:09:47,Cash Withdrawal,Travel,166.57,Senegal,Standard
2830,345,2025-07-02 05:57:26,Cash Withdrawal,Travel,1015.3,UK,Business
2831,366,2025-12-20 10:03:49,Card Payment,Restaurants,10.07,Senegal,Standard
2832,821,2025-12-30 22:17:56,Card Payment,Transport,924.37,Senegal,Business
2833,505,2025-01-02 15:37:14,Cash Withdrawal,Transport,161.7,Portugal,Standard
2834,240,2025-09-14 18:18:08,Card Payment,Entertainment,409.53,Senegal,Premium
2835,826,2025-08-03 19:32:44,Card Payment,Transport,160.83,UK,Standard
2836,24,2025-06-27 03:34:49,Online Payment,Travel,81.6,Senegal,Standard
2837,837,2025-07-09 11:19:23,Card Payment,Groceries,117.23,Senegal,Premium
2838,201,2025-05-07 01:04:01,Transfer,Shopping,29.27,Senegal,Standard
2839,122,2025-09-28 15:25:59,Cash Withdrawal,Groceries,193.46,Portugal,Premium
2840,5,2025-11-25 18:23:42,Online Payment,Utilities,151.52,Senegal,Standard
2841,395,2025-12-24 07:20:29,Card Payment,Groceries,64.78,Senegal,Standard
2842,108,2025-01-17 00:28:50,Transfer,Groceries,28.65,Senegal,Standard
2843,215,2025-12-20 18:04:21,Card Payment,Healthcare,489.84,Senegal,Premium
2844,766,2025-01-24 03:49:17,Card Payment,Healthcare,229.77,UK,Standard
2845,906,2025-07-01 22:27:30,Transfer,Travel,531.62,Portugal,Premium
2846,770,2025-11-22 16:59:25,Online Payment,Shopping,34.06,Portugal,Standard
2847,842,2025-02-09 07:30:05,Transfer,Entertainment,553.55,Senegal,Premium
2848,982,2025-03-03 00:49:26,Card Payment,Utilities,104.62,Senegal,Standard
2849,484,2025-08-28 21:47:58,Online Payment,Healthcare,1173.99,France,Premium
2850,779,2025-02-24 15:32:15,Card Payment,Utilities,143.04,France,Standard
2851,29,2025-03-21 04:43:30,Transfer,Transport,234.86,Spain,Standard
2852,916,2025-03-03 19:29:45,Card Payment,Travel,79.14,Senegal,Standard
2853,203,2025-10-14 03:51:39,Card Payment,Utilities,16.89,UK,Standard
2854,922,2025-12-11 19:59:23,Online Payment,Restaurants,240.49,Senegal,Standard
2855,376,2025-01-08 06:10:45,Cash Withdrawal,Healthcare,260.8,Senegal,Standard
2856,667,2025-04-20 14:23:27,Card Payment,Shopping,62.28,Senegal,Standard
2857,988,2025-07-16 21:56:06,Card Payment,Transport,120.26,Senegal,Standard
2858,685,2025-12-08 17:11:26,Cash Withdrawal,Entertainment,1019.36,Spain,Business
2859,21,2025-08-12 22:33:51,Card Payment,Healthcare,206.26,France,Standard
2860,707,2025-03-14 03:15:23,Card Payment,Entertainment,210.61,Portugal,Standard
2861,330,2025-03-16 14:08:27,Card Payment,Transport,252.43,Spain,Standard
2862,75,2025-11-29 19:01:48,Card Payment,Groceries,138.38,Senegal,Premium
2863,786,2025-12-22 04:05:46,Card Payment,Restaurants,176.42,Senegal,Premium
2864,635,2025-05-30 18:19:40,Transfer,Utilities,350.95,Senegal,Premium
2865,68,2025-08-06 21:52:13,Card Payment,Groceries,93.92,Spain,Standard
2866,829,2025-03-17 03:40:29,Online Payment,Groceries,196.67,Spain,Premium
2867,378,2025-10-09 14:07:53,Online Payment,Travel,291.0,France,Premium
2868,716,2025-11-11 12:00:53,Card Payment,Utilities,73.17,Senegal,Standard
2869,239,2025-03-02 10:03:13,Card Payment,Transport,65.15,France,Premium
2870,934,2025-09-16 21:18:24,Card Payment,Shopping,231.77,Spain,Standard
2871,807,2025-06-22 11:41:07,Card Payment,Transport,198.83,Senegal,Premium
2872,763,2025-08-18 17:56:16,Cash Withdrawal,Transport,90.72,Germany,Premium
2873,338,2025-10-16 18:07:21,Online Payment,Restaurants,74.09,France,Standard
2874,519,2025-11-24 01:39:38,Card Payment,Entertainment,81.58,France,Standard
2875,781,2025-01-10 05:35:20,Transfer,Healthcare,104.86,Senegal,Premium
2876,303,2025-07-09 10:12:04,Cash Withdrawal,Travel,457.44,France,Premium
2877,433,2025-08-15 03:42:16,Cash Withdrawal,Healthcare,93.39,Senegal,Premium
2878,28,2025-07-05 13:59:27,Card Payment,Groceries,248.94,Senegal,Standard
2879,825,2025-04-28 17:31:05,Card Payment,Healthcare,161.81,Senegal,Standard
2880,681,2025-04-27 19:17:58,Cash Withdrawal,Utilities,33.82,Germany,Standard
2881,17,2025-06-04 18:19:22,Cash Withdrawal,Healthcare,92.47,Germany,Standard
2882,867,2025-03-24 20:29:04,Card Payment,Healthcare,406.31,France,Premium
2883,177,2025-03-17 16:24:56,Card Payment,Travel,207.15,Senegal,Standard
2884,191,2025-08-08 09:07:36,Transfer,Shopping,299.12,Portugal,Standard
2885,140,2025-02-04 07:31:09,Card Payment,Travel,206.54,Senegal,Standard
2886,966,2025-07-03 21:58:53,Card Payment,Travel,581.55,Senegal,Business
2887,129,2025-11-07 01:53:51,Card Payment,Travel,436.0,Senegal,Premium
2888,417,2025-09-25 14:19:21,Online Payment,Groceries,960.85,Senegal,Business
2889,606,2025-07-09 08:34:03,Transfer,Restaurants,43.95,Spain,Premium
2890,266,2025-11-06 05:16:17,Card Payment,Groceries,207.75,Germany,Standard
2891,486,2025-06-17 21:42:22,Card Payment,Travel,223.95,Senegal,Standard
2892,875,2025-12-16 23:53:34,Card Payment,Shopping,468.14,France,Premium
2893,756,2025-11-01 16:52:15,Card Payment,Healthcare,22.04,Senegal,Standard
2894,512,2025-02-09 21:21:39,Cash Withdrawal,Entertainment,80.13,France,Standard
2895,722,2025-03-17 06:35:14,Online Payment,Utilities,250.2,Senegal,Standard
2896,489,2025-04-16 06:33:47,Card Payment,Travel,452.25,France,Premium
2897,62,2025-02-22 03:52:28,Cash Withdrawal,Restaurants,283.39,UK,Standard
2898,780,2025-09-08 15:30:27,Card Payment,Healthcare,499.78,UK,Premium
2899,622,2025-05-31 05:44:18,Card Payment,Healthcare,72.9,Senegal,Premium
2900,632,2025-10-10 14:42:52,Online Payment,Entertainment,38.64,Senegal,Standard
2901,591,2025-08-06 21:03:56,Transfer,Groceries,231.13,Senegal,Premium
2902,9,2025-07-31 20:42:12,Card Payment,Restaurants,60.22,Spain,Standard
2903,814,2025-04-05 14:28:23,Transfer,Transport,299.08,UK,Standard
