user_id,event_date,country,acquisition_channel,visited,signed_up,verified,funded,active
1156,2025-05-14,Portugal,Paid Search,1,1,0,0,0
1157,2025-01-17,United Kingdom,Organic,1,0,0,0,0
1158,2025-11-01,France,Referral,1,0,0,0,0
1159,2025-07-31,Germany,Paid Search,1,0,0,0,0
1160,2025-11-23,France,Paid Search,1,1,0,0,0
1161,2025-01-28,Portugal,Social Media,1,0,0,0,0
1162,2025-03-01,Senegal,Paid Search,1,1,1,1,0
1163,2025-09-30,France,Referral,1,0,0,0,0
1164,2025-07-19,Germany,Social Media,1,1,0,0,0
1165,2025-01-07,United Kingdom,Referral,1,1,1,1,0
1166,2025-02-19,Spain,Social Media,1,0,0,0,0
1167,2025-08-10,Spain,Social Media,1,1,1,1,1
1168,2025-07-20,Germany,Paid Search,1,0,0,0,0
1169,2025-10-29,France,Email,1,1,1,1,1
1170,2025-12-11,Senegal,Organic,1,1,1,1,1
1171,2025-04-23,Portugal,Social Media,1,1,1,0,0
1172,2025-01-30,Spain,Paid Search,1,0,0,0,0
1173,2025-11-23,Senegal,Organic,1,1,1,1,1
1174,2025-11-28,Spain,Paid Search,1,0,0,0,0
1175,2025-12-23,France,Social Media,1,1,1,1,1
1176,2025-05-22,Germany,Social Media,1,1,0,0,0
1177,2025-05-22,Senegal,Referral,1,1,0,0,0
1178,2025-05-13,United Kingdom,Paid Search,1,1,1,0,0
1179,2025-11-09,Germany,Paid Search,1,1,1,1,1
1180,2025-11-11,Portugal,Organic,1,0,0,0,0
1181,2025-05-13,Senegal,Organic,1,1,1,1,1
1182,2025-09-12,France,Organic,1,0,0,0,0
1183,2025-12-07,Germany,Social Media,1,1,1,1,1
1184,2025-12-29,Germany,Referral,1,1,0,0,0
1185,2025-02-05,Spain,Paid Search,1,1,0,0,0
1186,2025-09-04,Senegal,Email,1,1,0,0,0
1187,2025-06-20,Portugal,Social Media,1,1,1,0,0
1188,2025-02-16,United Kingdom,Email,1,0,0,0,0
1189,2025-06-24,Senegal,Referral,1,0,0,0,0
1190,2025-05-29,Portugal,Paid Search,1,1,1,1,1
1191,2025-12-23,Germany,Organic,1,1,1,1,1
1192,2025-04-08,France,Organic,1,1,1,1,1
1193,2025-02-02,Spain,Social Media,1,1,0,0,0
1194,2025-08-19,Senegal,Organic,1,1,1,0,0
1195,2025-07-27,Senegal,Paid Search,1,0,0,0,0
1196,2025-12-08,Spain,Referral,1,0,0,0,0
1197,2025-10-02,France,Email,1,1,1,0,0
1198,2025-09-08,Portugal,Organic,1,1,0,0,0
1199,2025-01-24,France,Paid Search,1,1,1,0,0
1200,2025-02-19,Germany,Email,1,1,1,0,0
1201,2025-02-24,Senegal,Referral,1,1,1,1,1
1202,2025-06-22,Portugal,Referral,1,1,0,0,0
1203,2025-10-22,Spain,Paid Search,1,1,0,0,0
1204,2025-04-20,Senegal,Email,1,1,1,1,1
1205,2025-03-28,Portugal,Social Media,1,1,1,0,0
1206,2025-01-21,France,Organic,1,0,0,0,0
1207,2025-11-20,Spain,Referral,1,0,0,0,0
1208,2025-01-09,Germany,Organic,1,1,1,1,1
1209,2025-05-26,Germany,Referral,1,0,0,0,0
1210,2025-04-16,France,Social Media,1,1,1,0,0
1211,2025-11-09,Portugal,Organic,1,1,1,0,0
1212,2025-02-15,Portugal,Social Media,1,1,1,1,1
1213,2025-09-29,Senegal,Email,1,1,0,0,0
1214,2025-10-04,Spain,Paid Search,1,1,1,1,1
1215,2025-02-27,France,Referral,1,1,1,0,0
1216,2025-01-28,Portugal,Social Media,1,1,1,1,0
1217,2025-08-21,Senegal,Organic,1,0,0,0,0
1218,2025-10-03,France,Paid Search,1,0,0,0,0
1219,2025-09-06,Spain,Organic,1,1,1,1,1
1220,2025-08-03,France,Social Media,1,1,1,1,1
1221,2025-07-31,France,Referral,1,0,0,0,0
1222,2025-02-07,Germany,Email,1,1,0,0,0
1223,2025-03-16,France,Email,1,1,1,1,1
1224,2025-11-20,United Kingdom,Social Media,1,1,1,0,0
1225,2025-01-31,United Kingdom,Paid Search,1,1,1,1,1
1226,2025-04-23,United Kingdom,Email,1,1,0,0,0
1227,2025-11-10,France,Email,1,0,0,0,0
1228,2025-04-28,Senegal,Referral,1,0,0,0,0
1229,2025-09-08,France,Email,1,1,1,1,1
1230,2025-05-07,France,Social Media,1,1,1,0,0
1231,2025-03-18,Spain,Organic,1,1,1,0,0
1232,2025-09-16,Senegal,Referral,1,1,1,0,0
1233,2025-02-20,Germany,Referral,1,1,1,1,1
1234,2025-04-22,France,Social Media,1,1,1,1,1
1235,2025-06-06,France,Referral,1,0,0,0,0
1236,2025-10-26,Senegal,Referral,1,1,1,0,0
1237,2025-04-05,United Kingdom,Referral,1,0,0,0,0
1238,2025-01-01,Portugal,Organic,1,1,1,1,1
1239,2025-05-19,Portugal,Email,1,1,0,0,0
1240,2025-12-17,Senegal,Email,1,0,0,0,0
1241,2025-01-29,Spain,Social Media,1,0,0,0,0
1242,2025-02-26,Germany,Social Media,1,1,1,1,1
1243,2025-12-27,Senegal,Email,1,0,0,0,0
1244,2025-04-15,France,Social Media,1,1,1,1,0
1245,2025-10-25,Portugal,Paid Search,1,0,0,0,0
1246,2025-04-26,United Kingdom,Social Media,1,0,0,0,0
1247,2025-09-15,Portugal,Referral,1,1,1,1,1
1248,2025-09-27,Senegal,Referral,1,0,0,0,0
1249,2025-12-14,Spain,Social Media,1,1,1,0,0
1250,2025-12-21,Senegal,Paid Search,1,0,0,0,0
1251,2025-08-23,Senegal,Organic,1,1,1,0,0
1252,2025-02-09,Senegal,Paid Search,1,1,1,1,0
1253,2025-09-24,Portugal,Organic,1,1,0,0,0
1254,2025-10-05,France,Referral,1,1,1,0,0
1255,2025-05-30,France,Organic,1,1,0,0,0
1256,2025-09-24,Portugal,Social Media,1,1,1,0,0
1257,2025-06-17,Germany,Email,1,0,0,0,0
1258,2025-09-29,Spain,Referral,1,1,1,0,0
1259,2025-06-06,France,Social Media,1,1,1,1,0
1260,2025-03-17,United Kingdom,Social Media,1,1,1,0,0
1261,2025-12-31,Spain,Social Media,1,1,1,0,0
1262,2025-12-08,France,Paid Search,1,1,1,1,1
1263,2025-05-14,United Kingdom,Paid Search,1,1,1,0,0
1264,2025-06-26,France,Social Media,1,1,0,0,0
1265,2025-10-01,United Kingdom,Organic,1,0,0,0,0
1266,2025-07-27,Germany,Paid Search,1,0,0,0,0
1267,2025-06-13,France,Organic,1,0,0,0,0
1268,2025-10-07,Spain,Social Media,1,1,1,0,0
1269,2025-10-21,Portugal,Paid Search,1,0,0,0,0
1270,2025-08-15,United Kingdom,Organic,1,0,0,0,0
1271,2025-01-21,France,Email,1,1,1,0,0
1272,2025-04-23,Germany,Social Media,1,1,1,0,0
1273,2025-10-26,Spain,Paid Search,1,0,0,0,0
1274,2025-05-23,France,Organic,1,1,0,0,0
1275,2025-12-13,Portugal,Organic,1,0,0,0,0
1276,2025-07-21,France,Referral,1,1,1,0,0
1277,2025-12-08,United Kingdom,Referral,1,1,0,0,0
1278,2025-07-09,Germany,Social Media,1,1,1,1,1
1279,2025-10-15,Senegal,Paid Search,1,0,0,0,0
1280,2025-08-16,Portugal,Referral,1,0,0,0,0
1281,2025-05-28,France,Referral,1,0,0,0,0
1282,2025-08-01,France,Email,1,1,1,1,0
1283,2025-09-26,United Kingdom,Organic,1,0,0,0,0
1284,2025-10-30,Germany,Organic,1,1,1,1,1
1285,2025-08-25,Portugal,Email,1,0,0,0,0
1286,2025-03-12,France,Paid Search,1,0,0,0,0
1287,2025-05-29,Spain,Referral,1,1,0,0,0
1288,2025-10-27,United Kingdom,Referral,1,1,1,1,1
1289,2025-05-15,United Kingdom,Referral,1,1,1,1,1
1290,2025-12-19,Portugal,Paid Search,1,1,0,0,0
1291,2025-09-10,Senegal,Email,1,0,0,0,0
1292,2025-10-25,Germany,Email,1,1,1,0,0
1293,2025-12-22,Senegal,Social Media,1,1,1,0,0
1294,2025-03-25,Spain,Organic,1,1,1,0,0
1295,2025-07-02,France,Organic,1,1,1,0,0
1296,2025-07-02,Senegal,Social Media,1,1,1,1,1
1297,2025-11-18,France,Organic,1,1,1,1,1
1298,2025-12-17,United Kingdom,Social Media,1,0,0,0,0
1299,2025-12-19,United Kingdom,Organic,1,1,1,1,1
1300,2025-05-25,United Kingdom,Referral,1,1,0,0,0
1301,2025-03-25,Senegal,Paid Search,1,1,1,1,0
1302,2025-11-11,Portugal,Email,1,0,0,0,0
1303,2025-12-31,Spain,Organic,1,1,0,0,0
1304,2025-03-01,France,Organic,1,1,1,1,0
1305,2025-11-02,Spain,Social Media,1,1,1,0,0
1306,2025-03-02,France,Paid Search,1,0,0,0,0
1307,2025-03-14,Portugal,Paid Search,1,1,1,0,0
1308,2025-08-06,Portugal,Organic,1,1,0,0,0
1309,2025-08-09,Senegal,Paid Search,1,1,0,0,0
1310,2025-09-20,Spain,Organic,1,1,0,0,0
1311,2025-01-23,Senegal,Social Media,1,0,0,0,0
1312,2025-02-19,Senegal,Email,1,1,0,0,0
1313,2025-04-05,Portugal,Social Media,1,1,1,0,0
1314,2025-05-23,Spain,Social Media,1,1,0,0,0
1315,2025-11-10,France,Email,1,1,1,1,1
1316,2025-04-22,Portugal,Paid Search,1,0,0,0,0
1317,2025-03-29,Spain,Organic,1,0,0,0,0
1318,2025-02-20,France,Email,1,0,0,0,0
1319,2025-09-01,United Kingdom,Email,1,1,1,1,0
1320,2025-07-14,Germany,Paid Search,1,1,1,0,0
1321,2025-06-10,Senegal,Referral,1,1,1,0,0
1322,2025-12-27,United Kingdom,Email,1,0,0,0,0
1323,2025-02-12,United Kingdom,Referral,1,1,1,0,0
1324,2025-06-09,Portugal,Referral,1,1,1,0,0
1325,2025-08-08,France,Organic,1,0,0,0,0
1326,2025-09-01,Portugal,Social Media,1,1,0,0,0
1327,2025-09-09,Portugal,Organic,1,1,1,0,0
1328,2025-03-03,France,Referral,1,1,1,1,0
1329,2025-03-28,Senegal,Social Media,1,0,0,0,0
1330,2025-06-23,France,Email,1,0,0,0,0
1331,2025-07-26,Senegal,Paid Search,1,0,0,0,0
1332,2025-09-13,United Kingdom,Email,1,1,0,0,0
1333,2025-11-26,Germany,Social Media,1,1,1,1,1
1334,2025-05-23,France,Referral,1,1,1,1,1
1335,2025-03-10,Senegal,Organic,1,0,0,0,0
1336,2025-02-04,Germany,Organic,1,0,0,0,0
1337,2025-07-15,Spain,Social Media,1,1,1,1,1
1338,2025-09-24,Germany,Referral,1,1,1,1,1
1339,2025-06-25,Spain,Email,1,1,0,0,0
1340,2025-08-09,Senegal,Referral,1,1,0,0,0
1341,2025-08-15,Germany,Organic,1,1,1,0,0
1342,2025-06-05,Portugal,Paid Search,1,1,1,0,0
1343,2025-09-07,Senegal,Email,1,0,0,0,0
1344,2025-12-04,Spain,Email,1,1,1,0,0
1345,2025-09-17,Senegal,Referral,1,1,1,1,1
1346,2025-05-26,United Kingdom,Organic,1,1,1,0,0
1347,2025-06-28,Portugal,Email,1,1,0,0,0
1348,2025-06-24,Germany,Organic,1,1,0,0,0
1349,2025-07-30,United Kingdom,Organic,1,0,0,0,0
1350,2025-05-07,France,Social Media,1,1,0,0,0
1351,2025-02-03,United Kingdom,Organic,1,1,1,1,1
1352,2025-08-05,Spain,Email,1,0,0,0,0
1353,2025-05-17,Senegal,Referral,1,1,0,0,0
1354,2025-07-13,Spain,Referral,1,1,1,1,1
1355,2025-04-16,United Kingdom,Referral,1,1,0,0,0
1356,2025-06-23,France,Email,1,1,0,0,0
1357,2025-04-14,Germany,Organic,1,0,0,0,0
1358,2025-10-02,France,Social Media,1,1,1,1,0
1359,2025-11-16,Portugal,Organic,1,0,0,0,0
1360,2025-10-24,Senegal,Email,1,1,1,0,0
1361,2025-09-01,Germany,Paid Search,1,1,1,0,0
1362,2025-09-16,United Kingdom,Referral,1,0,0,0,0
1363,2025-06-10,France,Referral,1,1,1,1,1
1364,2025-04-03,Senegal,Email,1,0,0,0,0
1365,2025-10-23,Germany,Paid Search,1,0,0,0,0
1366,2025-08-28,United Kingdom,Email,1,0,0,0,0
1367,2025-08-11,Spain,Organic,1,1,1,1,1
1368,2025-12-17,United Kingdom,Referral,1,1,0,0,0
1369,2025-02-02,Portugal,Paid Search,1,0,0,0,0
1370,2025-05-17,United Kingdom,Paid Search,1,1,1,1,1
1371,2025-04-09,Senegal,Paid Search,1,0,0,0,0
1372,2025-06-08,Germany,Referral,1,1,1,0,0
1373,2025-01-19,France,Paid Search,1,1,1,0,0
1374,2025-05-23,Portugal,Email,1,1,0,0,0
1375,2025-09-06,Senegal,Organic,1,0,0,0,0
1376,2025-02-12,United Kingdom,Email,1,1,1,0,0
1377,2025-07-06,Portugal,Organic,1,1,0,0,0
1378,2025-03-13,France,Organic,1,1,1,1,1
1379,2025-10-25,Spain,Social Media,1,1,1,1,1
1380,2025-06-10,United Kingdom,Email,1,0,0,0,0
1381,2025-05-01,Germany,Paid Search,1,1,1,0,0
1382,2025-08-14,Germany,Social Media,1,0,0,0,0
1383,2025-01-29,Germany,Email,1,1,0,0,0
1384,2025-06-12,Spain,Referral,1,1,1,1,1
1385,2025-03-16,United Kingdom,Referral,1,0,0,0,0
1386,2025-06-07,Senegal,Email,1,1,1,0,0
1387,2025-01-28,Portugal,Paid Search,1,1,1,0,0
1388,2025-12-25,United Kingdom,Organic,1,1,1,1,1
1389,2025-07-21,United Kingdom,Social Media,1,1,0,0,0
1390,2025-05-01,United Kingdom,Paid Search,1,0,0,0,0
1391,2025-03-24,Germany,Social Media,1,0,0,0,0
1392,2025-11-26,Germany,Organic,1,1,1,0,0
1393,2025-09-09,Germany,Referral,1,0,0,0,0
1394,2025-06-20,Portugal,Referral,1,0,0,0,0
1395,2025-02-21,France,Social Media,1,1,1,0,0
1396,2025-10-08,Portugal,Social Media,1,1,1,1,1
1397,2025-11-19,Germany,Paid Search,1,1,1,1,1
1398,2025-02-26,France,Paid Search,1,1,0,0,0
1399,2025-11-29,France,Email,1,0,0,0,0
1400,2025-06-13,Germany,Referral,1,0,0,0,0
1401,2025-03-10,United Kingdom,Paid Search,1,0,0,0,0
1402,2025-06-17,United Kingdom,Paid Search,1,1,1,1,1
1403,2025-10-20,France,Organic,1,0,0,0,0
1404,2025-10-13,Portugal,Email,1,1,0,0,0
1405,2025-08-25,France,Social Media,1,0,0,0,0
1406,2025-03-28,Senegal,Referral,1,1,1,1,0
1407,2025-03-29,Spain,Organic,1,1,1,0,0
1408,2025-08-21,Portugal,Referral,1,1,1,1,0
1409,2025-05-17,United Kingdom,Referral,1,1,1,1,1
1410,2025-05-25,Portugal,Paid Search,1,1,1,1,1
1411,2025-05-15,France,Email,1,1,1,1,1
1412,2025-02-13,Senegal,Referral,1,1,1,0,0
1413,2025-12-18,France,Referral,1,0,0,0,0
1414,2025-11-02,United Kingdom,Organic,1,1,1,1,1
1415,2025-07-01,Spain,Email,1,0,0,0,0
1416,2025-01-24,Senegal,Social Media,1,1,1,0,0
1417,2025-12-10,United Kingdom,Paid Search,1,0,0,0,0
1418,2025-10-14,Senegal,Email,1,1,1,1,1
1419,2025-08-28,France,Organic,1,1,1,1,1
1420,2025-01-23,France,Referral,1,0,0,0,0
1421,2025-05-24,Portugal,Social Media,1,0,0,0,0
1422,2025-05-25,United Kingdom,Email,1,0,0,0,0
1423,2025-05-16,Spain,Social Media,1,1,1,0,0
1424,2025-09-09,France,Email,1,0,0,0,0
1425,2025-12-03,Portugal,Referral,1,1,1,1,1
1426,2025-05-14,France,Referral,1,1,0,0,0
1427,2025-09-11,Senegal,Referral,1,1,1,1,1
1428,2025-03-17,Senegal,Social Media,1,1,0,0,0
1429,2025-04-03,France,Email,1,0,0,0,0
1430,2025-10-16,Portugal,Email,1,1,0,0,0
1431,2025-01-03,Spain,Email,1,1,0,0,0
1432,2025-05-07,Germany,Organic,1,0,0,0,0
1433,2025-01-14,United Kingdom,Organic,1,1,1,0,0
1434,2025-06-15,France,Organic,1,1,0,0,0
1435,2025-12-04,Germany,Referral,1,1,1,0,0
1436,2025-06-18,Senegal,Email,1,0,0,0,0
1437,2025-06-16,Portugal,Email,1,1,0,0,0
1438,2025-11-26,United Kingdom,Social Media,1,0,0,0,0
1439,2025-02-06,Spain,Email,1,1,1,1,0
1440,2025-07-24,Senegal,Organic,1,0,0,0,0
1441,2025-03-25,Germany,Referral,1,1,0,0,0
1442,2025-12-01,France,Organic,1,1,0,0,0
1443,2025-06-08,Portugal,Email,1,1,1,0,0
1444,2025-09-20,France,Referral,1,1,1,1,1
1445,2025-02-16,Germany,Social Media,1,1,1,1,1
1446,2025-06-24,Germany,Paid Search,1,1,1,0,0
1447,2025-09-27,Portugal,Email,1,1,1,1,0
1448,2025-06-03,France,Paid Search,1,0,0,0,0
1449,2025-06-03,France,Email,1,1,1,1,0
1450,2025-09-20,Senegal,Email,1,1,1,0,0
1451,2025-10-19,United Kingdom,Social Media,1,1,1,1,1
1452,2025-12-05,Germany,Paid Search,1,0,0,0,0
1453,2025-07-21,Senegal,Organic,1,1,1,1,1
1454,2025-12-10,Germany,Email,1,0,0,0,0
1455,2025-06-24,France,Paid Search,1,1,1,0,0
1456,2025-12-11,Senegal,Referral,1,1,1,1,1
1457,2025-09-02,Germany,Referral,1,0,0,0,0
1458,2025-11-05,Portugal,Referral,1,1,0,0,0
1459,2025-11-12,United Kingdom,Referral,1,0,0,0,0
1460,2025-02-14,France,Paid Search,1,1,1,1,0
1461,2025-01-14,France,Referral,1,1,1,1,1
1462,2025-10-03,France,Organic,1,1,1,1,1
1463,2025-03-27,France,Referral,1,0,0,0,0
1464,2025-08-30,Senegal,Referral,1,1,1,1,0
1465,2025-01-27,United Kingdom,Organic,1,1,0,0,0
1466,2025-08-10,Germany,Referral,1,0,0,0,0
1467,2025-11-02,Portugal,Email,1,0,0,0,0
1468,2025-01-19,Germany,Referral,1,1,1,0,0
1469,2025-12-14,Germany,Paid Search,1,0,0,0,0
1470,2025-09-28,Senegal,Referral,1,1,1,1,1
1471,2025-08-31,Senegal,Referral,1,1,1,1,1
1472,2025-03-24,United Kingdom,Paid Search,1,1,1,1,1
1473,2025-12-17,United Kingdom,Email,1,0,0,0,0
1474,2025-12-03,Germany,Paid Search,1,0,0,0,0
1475,2025-12-31,Germany,Referral,1,0,0,0,0
1476,2025-12-11,Portugal,Social Media,1,0,0,0,0
1477,2025-03-24,Spain,Paid Search,1,1,1,0,0
1478,2025-03-08,France,Paid Search,1,1,1,0,0
1479,2025-09-10,United Kingdom,Paid Search,1,1,1,1,0
1480,2025-07-02,Portugal,Paid Search,1,1,0,0,0
1481,2025-09-15,Senegal,Organic,1,1,1,1,1
1482,2025-09-07,United Kingdom,Social Media,1,0,0,0,0
1483,2025-01-24,Spain,Social Media,1,0,0,0,0
1484,2025-12-20,Spain,Email,1,0,0,0,0
1485,2025-12-28,Senegal,Referral,1,0,0,0,0
1486,2025-02-26,Senegal,Email,1,1,0,0,0
1487,2025-02-22,Spain,Organic,1,1,1,1,1
1488,2025-07-05,France,Social Media,1,0,0,0,0
1489,2025-09-17,Germany,Organic,1,1,1,0,0
1490,2025-03-04,France,Referral,1,0,0,0,0
1491,2025-01-04,France,Referral,1,1,1,1,1
1492,2025-08-01,United Kingdom,Paid Search,1,1,0,0,0
1493,2025-08-04,France,Paid Search,1,0,0,0,0
1494,2025-07-31,Germany,Referral,1,0,0,0,0
1495,2025-09-22,Portugal,Social Media,1,0,0,0,0
1496,2025-08-15,France,Organic,1,0,0,0,0
1497,2025-09-22,Senegal,Organic,1,1,1,0,0
1498,2025-08-11,Senegal,Referral,1,0,0,0,0
1499,2025-12-05,Portugal,Paid Search,1,0,0,0,0
1500,2025-01-30,Portugal,Email,1,0,0,0,0
1501,2025-08-03,Germany,Email,1,0,0,0,0
1502,2025-06-10,United Kingdom,Organic,1,0,0,0,0
1503,2025-09-28,Spain,Paid Search,1,0,0,0,0
1504,2025-08-17,Portugal,Paid Search,1,0,0,0,0
1505,2025-11-16,Spain,Referral,1,0,0,0,0
1506,2025-11-29,Germany,Paid Search,1,0,0,0,0
1507,2025-02-13,Senegal,Email,1,1,1,0,0
1508,2025-03-06,Spain,Email,1,1,1,1,1
1509,2025-11-22,France,Organic,1,1,0,0,0
1510,2025-10-31,United Kingdom,Paid Search,1,0,0,0,0
1511,2025-06-05,Portugal,Referral,1,0,0,0,0
1512,2025-02-26,Portugal,Organic,1,0,0,0,0
1513,2025-05-13,Portugal,Email,1,1,1,0,0
1514,2025-03-05,Germany,Social Media,1,1,1,1,1
1515,2025-10-25,Spain,Email,1,0,0,0,0
1516,2025-04-30,United Kingdom,Social Media,1,1,0,0,0
1517,2025-10-21,Portugal,Paid Search,1,0,0,0,0
1518,2025-09-24,Portugal,Paid Search,1,1,1,1,1
1519,2025-08-21,Senegal,Paid Search,1,0,0,0,0
1520,2025-07-30,Senegal,Organic,1,1,0,0,0
1521,2025-09-01,France,Referral,1,1,1,1,1
1522,2025-07-22,United Kingdom,Email,1,1,1,1,0
1523,2025-09-08,Portugal,Referral,1,0,0,0,0
1524,2025-03-15,Spain,Paid Search,1,1,1,0,0
1525,2025-09-20,Spain,Organic,1,0,0,0,0
1526,2025-08-22,Germany,Organic,1,0,0,0,0
1527,2025-10-14,United Kingdom,Organic,1,1,1,1,1
1528,2025-01-21,Spain,Paid Search,1,1,1,1,1
1529,2025-01-15,France,Paid Search,1,0,0,0,0
1530,2025-08-04,Senegal,Social Media,1,0,0,0,0
1531,2025-04-21,France,Referral,1,1,1,1,1
1532,2025-09-04,Spain,Social Media,1,1,0,0,0
1533,2025-07-13,Germany,Email,1,1,1,0,0
1534,2025-08-19,Portugal,Referral,1,1,1,1,1
1535,2025-11-16,Germany,Referral,1,1,1,1,0
1536,2025-08-15,Portugal,Social Media,1,1,0,0,0
1537,2025-12-29,Senegal,Email,1,1,0,0,0
1538,2025-06-08,Spain,Organic,1,1,1,0,0
1539,2025-10-05,Spain,Organic,1,0,0,0,0
1540,2025-09-25,France,Referral,1,1,1,0,0
1541,2025-09-30,France,Organic,1,1,1,0,0
1542,2025-10-24,Germany,Organic,1,0,0,0,0
1543,2025-11-07,United Kingdom,Referral,1,1,1,0,0
1544,2025-06-24,Germany,Paid Search,1,1,0,0,0
1545,2025-06-12,Germany,Social Media,1,1,0,0,0
1546,2025-10-05,France,Social Media,1,1,1,1,1
1547,2025-07-28,Portugal,Paid Search,1,1,0,0,0
1548,2025-04-03,Senegal,Organic,1,1,1,1,0
1549,2025-05-13,Germany,Organic,1,1,1,1,1
1550,2025-09-18,Spain,Referral,1,0,0,0,0
1551,2025-05-18,Senegal,Social Media,1,1,1,1,1
1552,2025-04-30,Senegal,Social Media,1,1,1,1,1
1553,2025-11-30,France,Social Media,1,1,1,0,0
1554,2025-09-14,France,Paid Search,1,1,0,0,0
1555,2025-05-06,Spain,Referral,1,0,0,0,0
1556,2025-10-12,Germany,Organic,1,1,1,0,0
1557,2025-05-29,Portugal,Paid Search,1,1,0,0,0
1558,2025-09-04,United Kingdom,Email,1,1,1,0,0
1559,2025-11-20,France,Email,1,0,0,0,0
1560,2025-05-25,Senegal,Paid Search,1,0,0,0,0
1561,2025-10-16,Senegal,Social Media,1,1,1,0,0
1562,2025-10-12,United Kingdom,Referral,1,1,1,0,0
1563,2025-12-16,United Kingdom,Social Media,1,0,0,0,0
1564,2025-12-29,Germany,Social Media,1,1,0,0,0
1565,2025-06-24,France,Referral,1,0,0,0,0
1566,2025-06-18,Senegal,Paid Search,1,1,1,1,0
1567,2025-12-11,France,Referral,1,1,1,1,1
1568,2025-02-11,Portugal,Organic,1,1,0,0,0
1569,2025-12-10,Germany,Organic,1,1,0,0,0
1570,2025-11-04,United Kingdom,Referral,1,1,0,0,0
1571,2025-12-23,Senegal,Organic,1,1,0,0,0
1572,2025-08-16,Senegal,Paid Search,1,0,0,0,0
1573,2025-05-24,Portugal,Social Media,1,1,0,0,0
1574,2025-11-17,United Kingdom,Paid Search,1,1,1,1,1
1575,2025-12-27,Portugal,Email,1,1,1,0,0
1576,2025-07-22,Senegal,Social Media,1,1,1,1,1
1577,2025-10-17,Portugal,Email,1,1,1,1,1
1578,2025-05-13,Spain,Paid Search,1,0,0,0,0
1579,2025-05-21,France,Organic,1,0,0,0,0
1580,2025-12-21,Portugal,Email,1,1,1,0,0
1581,2025-01-02,Germany,Organic,1,0,0,0,0
1582,2025-06-15,Germany,Referral,1,1,1,1,1
1583,2025-01-23,Portugal,Paid Search,1,1,0,0,0
1584,2025-09-30,Germany,Social Media,1,1,1,1,1
1585,2025-01-13,Portugal,Paid Search,1,0,0,0,0
1586,2025-08-05,Senegal,Paid Search,1,1,1,1,1
1587,2025-01-15,Germany,Referral,1,0,0,0,0
1588,2025-10-31,Portugal,Social Media,1,0,0,0,0
1589,2025-05-07,Senegal,Referral,1,1,1,1,1
1590,2025-05-02,Senegal,Email,1,1,0,0,0
1591,2025-11-17,Germany,Email,1,1,0,0,0
1592,2025-01-18,Germany,Social Media,1,0,0,0,0
1593,2025-12-22,Senegal,Paid Search,1,1,0,0,0
1594,2025-01-29,United Kingdom,Email,1,1,1,0,0
1595,2025-10-14,Senegal,Social Media,1,0,0,0,0
1596,2025-07-25,Senegal,Email,1,0,0,0,0
1597,2025-04-30,Spain,Email,1,1,1,0,0
1598,2025-11-14,Spain,Organic,1,1,0,0,0
1599,2025-01-14,Germany,Email,1,1,1,1,1
1600,2025-02-04,Spain,Paid Search,1,0,0,0,0
1601,2025-03-06,Portugal,Email,1,1,1,0,0
1602,2025-08-16,France,Paid Search,1,1,1,1,1
1603,2025-09-20,Portugal,Social Media,1,1,0,0,0
1604,2025-03-16,France,Referral,1,1,1,1,1
1605,2025-10-28,Portugal,Paid Search,1,1,1,0,0
1606,2025-01-28,Germany,Social Media,1,1,1,0,0
1607,2025-02-05,United Kingdom,Paid Search,1,0,0,0,0
1608,2025-12-22,Portugal,Referral,1,1,1,1,0
1609,2025-11-12,United Kingdom,Referral,1,1,1,0,0
1610,2025-01-22,Germany,Paid Search,1,0,0,0,0
1611,2025-11-24,France,Paid Search,1,1,1,1,1
1612,2025-06-19,Portugal,Referral,1,1,1,0,0
1613,2025-07-05,Senegal,Organic,1,1,1,1,1
1614,2025-11-20,Spain,Social Media,1,1,1,1,1
1615,2025-05-15,Portugal,Paid Search,1,1,1,1,1
1616,2025-05-15,Senegal,Organic,1,0,0,0,0
1617,2025-03-12,Germany,Organic,1,1,1,1,1
1618,2025-07-10,Portugal,Paid Search,1,0,0,0,0
1619,2025-11-16,Germany,Organic,1,1,0,0,0
1620,2025-03-08,France,Paid Search,1,1,1,1,1
1621,2025-11-22,France,Organic,1,0,0,0,0
1622,2025-10-28,France,Email,1,1,1,1,1
1623,2025-05-24,France,Email,1,0,0,0,0
1624,2025-09-08,France,Organic,1,0,0,0,0
1625,2025-12-06,Spain,Organic,1,1,1,0,0
1626,2025-09-18,United Kingdom,Referral,1,1,1,0,0
1627,2025-09-27,Portugal,Referral,1,0,0,0,0
1628,2025-09-11,Germany,Social Media,1,1,1,0,0
1629,2025-11-29,Senegal,Paid Search,1,1,1,0,0
1630,2025-07-22,France,Social Media,1,1,1,1,0
1631,2025-05-11,Spain,Organic,1,1,1,1,1
1632,2025-10-26,Senegal,Referral,1,1,1,1,1
1633,2025-07-08,Germany,Social Media,1,1,1,1,1
1634,2025-02-08,United Kingdom,Organic,1,1,1,1,1
1635,2025-05-22,France,Organic,1,1,1,1,1
1636,2025-12-12,United Kingdom,Social Media,1,1,0,0,0
1637,2025-12-16,United Kingdom,Paid Search,1,0,0,0,0
1638,2025-03-12,Portugal,Email,1,0,0,0,0
1639,2025-01-05,United Kingdom,Social Media,1,0,0,0,0
