transaction_id,customer_id,transaction_amount,country,transaction_type,device,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,fraud
3960,3802,216.85,Spain,Transfer,Mobile,14,29,77.07,0,3,1
3961,1651,120.05,France,Transfer,Tablet,20,35,74.07,0,0,0
3962,378,233.1,Spain,Card Payment,Web,17,26,103.04,0,2,0
3963,601,95.98,Germany,Cash Withdrawal,Web,18,10,90.81,0,0,0
3964,2432,47.22,Senegal,Online Payment,Mobile,7,13,48.9,1,1,0
3965,902,215.3,Portugal,Online Payment,Mobile,14,12,105.39,0,1,0
3966,111,140.89,France,Transfer,Mobile,15,22,150.61,0,1,0
3967,148,209.34,Portugal,Online Payment,Web,8,44,59.46,0,2,0
3968,2572,59.49,Portugal,Online Payment,Mobile,21,7,127.92,0,0,0
3969,1909,36.75,Germany,Cash Withdrawal,Tablet,8,29,32.9,1,3,0
3970,1724,61.61,Germany,Cash Withdrawal,Web,6,11,185.16,0,2,0
3971,3353,29.14,Spain,Card Payment,Web,23,17,201.7,0,1,0
3972,1445,220.82,Spain,Card Payment,Web,15,25,246.01,0,0,0
3973,1240,222.18,United Kingdom,Online Payment,Mobile,12,14,75.47,0,2,0
3974,1080,50.4,Spain,Online Payment,Web,6,18,127.96,0,1,0
3975,3931,261.92,Senegal,Online Payment,Web,2,22,312.47,0,1,0
3976,2791,93.56,Senegal,Transfer,Mobile,20,24,126.06,0,1,0
3977,2589,90.08,United Kingdom,Card Payment,Tablet,17,14,112.11,1,0,0
3978,2651,56.3,Spain,Online Payment,Tablet,3,16,45.4,0,2,0
3979,3312,110.67,Senegal,Online Payment,Mobile,12,13,19.58,0,4,0
3980,3956,67.84,Spain,Card Payment,Mobile,1,15,225.5,0,1,0
3981,1971,269.37,France,Transfer,Web,17,8,73.7,0,1,0
3982,1126,69.01,Portugal,Online Payment,Tablet,9,23,170.01,0,2,0
3983,190,134.3,France,Cash Withdrawal,Mobile,13,10,56.67,0,2,0
3984,2516,70.49,Germany,Transfer,Mobile,10,26,177.89,0,2,0
3985,3279,260.36,Germany,Online Payment,Mobile,23,23,251.24,1,2,0
3986,3299,164.46,Portugal,Transfer,Mobile,10,23,172.91,0,0,0
3987,2791,36.89,United Kingdom,Online Payment,Tablet,1,13,33.13,0,2,0
3988,2150,422.8,Germany,Transfer,Tablet,8,16,139.71,0,1,0
3989,184,111.34,United Kingdom,Cash Withdrawal,Tablet,17,23,276.62,0,3,0
3990,1276,46.85,Senegal,Cash Withdrawal,Web,1,14,121.57,0,2,0
3991,3083,543.95,France,Transfer,Tablet,10,11,104.62,0,2,0
3992,2195,84.78,Germany,Card Payment,Web,20,16,48.47,0,6,0
3993,3181,321.73,Spain,Card Payment,Tablet,1,4,89.19,0,1,0
3994,3575,114.73,Germany,Online Payment,Tablet,1,11,194.21,0,0,0
3995,2617,61.2,United Kingdom,Cash Withdrawal,Web,13,9,72.53,0,1,0
3996,4000,838.79,Germany,Cash Withdrawal,Mobile,7,22,105.05,0,1,0
3997,3508,60.65,Germany,Cash Withdrawal,Mobile,2,36,41.8,0,0,0
3998,2512,162.14,United Kingdom,Online Payment,Mobile,15,24,80.02,0,1,0
3999,488,30.44,United Kingdom,Online Payment,Web,14,2,160.8,0,0,0
4000,3728,179.51,Portugal,Transfer,Tablet,14,35,137.12,0,1,0
4001,3940,305.1,Spain,Transfer,Tablet,1,20,70.63,1,1,0
4002,1358,29.08,Spain,Cash Withdrawal,Tablet,21,15,178.5,0,0,0
4003,3366,99.51,France,Transfer,Mobile,9,18,129.66,1,0,0
4004,3017,76.34,United Kingdom,Card Payment,Tablet,11,20,171.97,0,1,0
4005,1014,83.92,Spain,Online Payment,Web,0,38,69.93,0,2,0
4006,1229,109.79,United Kingdom,Online Payment,Web,22,25,207.75,0,3,0
4007,502,30.12,United Kingdom,Cash Withdrawal,Tablet,9,27,34.96,0,2,0
4008,1995,64.57,United Kingdom,Card Payment,Web,2,2,257.65,0,2,0
4009,3885,84.27,France,Transfer,Mobile,16,6,131.45,0,0,0
4010,2261,102.46,Senegal,Cash Withdrawal,Mobile,7,7,153.99,0,2,0
4011,1121,489.53,Portugal,Online Payment,Web,22,27,209.83,0,2,0
4012,1046,377.53,Spain,Transfer,Tablet,15,30,241.12,0,1,0
4013,3015,70.42,France,Transfer,Tablet,12,11,118.27,0,1,0
4014,989,142.22,France,Card Payment,Mobile,13,17,254.36,0,2,0
4015,3971,48.25,Portugal,Card Payment,Tablet,23,8,111.96,0,1,0
4016,3356,23.09,France,Card Payment,Tablet,6,33,69.3,0,2,0
4017,505,94.85,Spain,Online Payment,Web,13,14,120.64,0,1,0
4018,572,71.96,United Kingdom,Online Payment,Mobile,8,19,114.73,0,3,0
4019,132,75.28,France,Transfer,Mobile,21,17,178.13,0,4,0
4020,2514,105.13,Spain,Card Payment,Mobile,6,22,95.3,0,1,0
4021,2269,151.99,France,Online Payment,Web,11,10,45.64,0,5,1
4022,1943,205.09,Germany,Card Payment,Web,4,11,56.93,0,1,0
4023,1654,100.13,Senegal,Cash Withdrawal,Web,0,1,308.9,0,2,0
4024,3183,97.59,United Kingdom,Card Payment,Web,9,7,83.54,0,0,0
4025,1779,105.76,United Kingdom,Transfer,Web,1,34,164.69,1,0,0
4026,2006,261.5,France,Online Payment,Mobile,2,1,151.46,0,3,0
4027,1462,87.95,Portugal,Online Payment,Tablet,20,3,110.82,0,2,0
4028,647,731.29,Portugal,Transfer,Web,21,19,222.73,0,2,0
4029,1077,159.89,Senegal,Cash Withdrawal,Tablet,1,27,63.85,1,0,0
4030,3968,125.47,Spain,Cash Withdrawal,Mobile,5,13,91.5,0,3,0
4031,261,112.6,Portugal,Transfer,Web,9,7,71.23,0,1,0
4032,2251,9.4,Germany,Online Payment,Mobile,5,18,360.72,0,2,0
4033,2346,129.6,Senegal,Cash Withdrawal,Web,7,18,107.08,0,1,0
4034,3790,166.54,United Kingdom,Cash Withdrawal,Web,23,10,53.28,0,2,0
4035,2813,108.38,Germany,Cash Withdrawal,Tablet,6,14,109.59,1,2,0
4036,1068,309.18,Portugal,Online Payment,Tablet,16,26,61.99,0,3,0
4037,876,18.78,Senegal,Transfer,Tablet,0,27,430.8,0,0,0
4038,1170,223.08,France,Online Payment,Web,20,2,64.16,0,1,0
4039,796,96.55,Senegal,Cash Withdrawal,Tablet,1,17,180.4,1,0,0
4040,2196,98.28,Germany,Transfer,Mobile,9,2,69.47,0,1,0
4041,378,76.46,Senegal,Cash Withdrawal,Mobile,13,13,111.14,0,0,0
4042,2586,134.27,Senegal,Card Payment,Web,17,12,80.19,1,0,0
4043,186,119.52,Spain,Online Payment,Tablet,16,34,45.91,0,1,0
4044,1355,300.47,Germany,Card Payment,Web,20,30,49.69,0,0,0
4045,585,278.23,Germany,Transfer,Mobile,23,23,95.97,1,2,0
4046,735,73.36,Portugal,Transfer,Mobile,12,27,116.24,1,0,0
4047,223,159.92,France,Online Payment,Web,20,27,54.67,0,2,0
4048,2849,82.23,Senegal,Cash Withdrawal,Mobile,5,32,96.5,0,1,0
4049,1185,102.65,France,Card Payment,Web,13,27,55.55,0,1,0
4050,309,76.18,United Kingdom,Cash Withdrawal,Tablet,18,28,132.5,0,0,0
4051,3523,93.69,Germany,Online Payment,Mobile,6,31,53.75,0,1,0
4052,528,396.05,France,Transfer,Web,1,16,55.32,1,1,0
4053,3560,120.85,Spain,Transfer,Mobile,21,31,260.2,0,1,0
4054,573,47.16,Portugal,Card Payment,Mobile,21,11,213.26,0,0,0
4055,3483,186.03,Senegal,Card Payment,Mobile,8,25,849.66,0,2,0
4056,2359,94.92,Senegal,Transfer,Mobile,20,29,125.81,0,2,0
4057,1552,213.8,Senegal,Transfer,Mobile,7,15,278.95,0,0,0
4058,3410,64.92,Germany,Cash Withdrawal,Web,4,23,284.78,0,1,0
4059,1638,203.87,United Kingdom,Cash Withdrawal,Tablet,14,41,168.58,0,1,1
4060,1081,64.71,Spain,Online Payment,Web,6,40,90.34,0,1,0
4061,2989,71.51,Spain,Cash Withdrawal,Mobile,13,18,90.91,0,2,0
4062,1940,425.86,Portugal,Transfer,Web,21,26,113.53,0,0,0
4063,1477,430.99,France,Online Payment,Mobile,11,20,91.01,0,2,0
4064,1371,128.12,Portugal,Transfer,Web,12,49,60.28,0,2,0
4065,3470,18.88,Senegal,Cash Withdrawal,Web,12,27,75.84,0,0,0
4066,1009,84.44,Portugal,Card Payment,Tablet,13,23,243.23,0,1,0
4067,1937,171.06,United Kingdom,Transfer,Mobile,12,19,152.6,0,0,0
4068,653,226.82,United Kingdom,Online Payment,Web,12,13,226.61,0,2,0
4069,956,247.53,United Kingdom,Transfer,Tablet,18,32,105.16,0,1,0
4070,1671,66.66,France,Cash Withdrawal,Tablet,7,12,87.86,0,2,0
4071,3731,463.69,Portugal,Online Payment,Web,18,22,196.97,0,0,0
4072,1945,95.69,Senegal,Transfer,Tablet,14,15,65.54,0,2,0
4073,1714,58.77,France,Transfer,Web,8,23,150.19,0,1,0
4074,1683,196.87,Spain,Cash Withdrawal,Tablet,23,9,139.89,0,0,0
4075,108,144.47,Germany,Card Payment,Web,23,29,112.07,0,2,0
4076,1927,121.75,Spain,Transfer,Tablet,19,16,96.99,0,1,0
4077,3225,48.87,Portugal,Card Payment,Web,3,1,125.43,0,0,0
4078,3877,123.59,Spain,Card Payment,Mobile,12,10,90.63,0,2,0
4079,806,204.58,Portugal,Online Payment,Mobile,0,6,51.17,0,1,0
4080,853,137.2,Germany,Transfer,Web,1,25,133.29,0,2,0
4081,3401,449.69,Senegal,Card Payment,Web,17,17,52.74,0,1,0
4082,3928,156.21,Spain,Card Payment,Tablet,4,11,51.91,0,5,0
4083,852,82.59,Senegal,Transfer,Mobile,9,18,71.9,0,3,0
4084,3147,372.5,United Kingdom,Online Payment,Web,5,27,41.46,0,5,0
4085,591,45.89,Portugal,Transfer,Web,22,15,66.05,0,2,0
4086,841,276.98,France,Card Payment,Web,4,15,200.23,0,2,0
4087,3304,171.59,Spain,Cash Withdrawal,Mobile,6,18,205.25,0,1,0
4088,2072,232.73,Portugal,Card Payment,Tablet,3,19,46.25,0,1,0
4089,3732,108.79,Germany,Cash Withdrawal,Tablet,14,13,98.65,1,2,0
4090,2754,139.61,Senegal,Online Payment,Tablet,17,28,111.7,0,1,0
4091,2458,332.22,Senegal,Card Payment,Mobile,12,37,90.92,1,2,0
4092,3168,32.2,Spain,Card Payment,Mobile,12,20,207.61,0,0,0
4093,2465,346.08,United Kingdom,Card Payment,Mobile,6,18,59.09,0,1,0
4094,1114,34.09,France,Online Payment,Tablet,13,28,56.12,0,2,0
4095,841,33.64,Portugal,Cash Withdrawal,Tablet,3,23,84.71,0,2,0
4096,2235,123.44,Portugal,Cash Withdrawal,Mobile,23,11,71.6,1,0,0
4097,1779,77.01,Germany,Transfer,Mobile,2,1,237.75,0,4,0
4098,374,350.75,Senegal,Online Payment,Mobile,9,28,129.01,0,2,0
4099,2716,165.79,Portugal,Card Payment,Mobile,1,19,256.3,0,0,0
4100,3780,68.9,France,Card Payment,Mobile,16,24,122.51,0,1,0
4101,3495,78.03,Germany,Card Payment,Web,17,23,96.29,0,2,0
4102,297,140.39,Spain,Card Payment,Mobile,9,19,157.53,1,3,0
4103,3153,68.37,France,Cash Withdrawal,Tablet,23,8,109.49,0,1,0
4104,1070,312.59,France,Card Payment,Mobile,10,27,43.87,0,4,0
4105,2849,108.36,Germany,Card Payment,Web,18,9,72.94,1,2,0
4106,1566,57.89,Senegal,Card Payment,Web,15,8,91.02,1,0,0
4107,354,329.26,Germany,Card Payment,Mobile,4,24,56.33,0,1,0
4108,2793,34.27,United Kingdom,Card Payment,Mobile,9,20,58.79,0,3,0
4109,18,36.34,France,Card Payment,Web,2,15,149.35,1,1,0
4110,1882,161.4,Portugal,Cash Withdrawal,Web,4,15,93.03,0,1,0
4111,308,114.49,Spain,Transfer,Web,15,23,78.08,0,0,0
4112,1559,82.81,United Kingdom,Online Payment,Mobile,19,25,72.15,1,0,0
4113,3949,122.08,Senegal,Card Payment,Tablet,15,21,31.18,0,2,0
4114,2694,204.86,Germany,Card Payment,Tablet,9,22,99.77,0,1,0
4115,488,70.97,United Kingdom,Cash Withdrawal,Mobile,2,17,81.68,0,2,0
4116,1375,81.38,France,Cash Withdrawal,Mobile,13,11,158.56,0,3,0
4117,2712,58.12,France,Online Payment,Mobile,13,29,44.08,0,3,0
4118,1381,170.7,France,Cash Withdrawal,Mobile,20,22,149.16,0,0,0
4119,308,159.76,Senegal,Transfer,Tablet,11,30,169.4,0,1,0
4120,267,141.14,Portugal,Online Payment,Tablet,17,36,115.85,0,2,0
4121,2133,310.35,Spain,Cash Withdrawal,Web,12,24,153.93,0,2,0
4122,3890,58.34,Spain,Transfer,Mobile,0,8,48.0,0,1,0
4123,2576,270.41,Portugal,Cash Withdrawal,Web,14,27,290.51,0,1,0
4124,1647,51.76,France,Cash Withdrawal,Web,16,31,246.95,0,0,0
4125,755,150.49,Germany,Card Payment,Web,4,32,172.89,0,0,0
4126,2677,36.4,United Kingdom,Online Payment,Web,0,16,129.02,0,3,0
4127,1952,81.36,Senegal,Card Payment,Mobile,9,18,54.2,0,2,0
4128,1125,206.71,Senegal,Transfer,Mobile,12,1,235.17,0,3,0
4129,1725,30.31,France,Cash Withdrawal,Mobile,22,23,131.1,0,0,0
4130,421,30.42,Senegal,Card Payment,Tablet,13,17,72.44,0,0,0
4131,2754,17.23,United Kingdom,Card Payment,Web,4,14,72.05,0,2,1
4132,1670,189.75,France,Transfer,Tablet,23,3,77.26,1,2,0
4133,3248,218.09,Portugal,Transfer,Mobile,7,13,70.69,1,3,0
4134,717,268.5,Spain,Transfer,Web,0,12,119.7,0,2,0
4135,3549,79.81,France,Transfer,Web,19,16,68.37,0,2,0
4136,6,159.44,United Kingdom,Card Payment,Mobile,23,3,176.04,0,2,0
4137,2480,26.18,Senegal,Transfer,Web,3,14,168.52,0,1,0
4138,1422,86.33,Portugal,Card Payment,Web,6,6,148.08,0,1,0
4139,1815,32.77,France,Transfer,Tablet,16,12,112.03,0,2,0
4140,32,70.99,Germany,Cash Withdrawal,Mobile,20,30,131.35,0,3,0
4141,3918,66.52,Germany,Card Payment,Tablet,14,14,251.32,0,3,0
4142,3796,605.69,Spain,Card Payment,Mobile,0,5,53.82,0,1,1
4143,1179,75.87,Portugal,Cash Withdrawal,Mobile,9,34,198.24,1,1,0
4144,3110,80.86,France,Card Payment,Tablet,8,29,79.85,0,0,0
4145,3277,76.88,Germany,Cash Withdrawal,Tablet,20,1,82.65,1,4,0
4146,349,83.76,Portugal,Transfer,Mobile,12,26,69.35,0,1,0
4147,3739,71.43,Spain,Card Payment,Tablet,7,11,51.72,0,1,0
4148,473,97.49,Portugal,Transfer,Mobile,7,35,81.18,0,1,0
4149,3707,139.53,Portugal,Online Payment,Web,7,1,163.6,0,1,0
4150,2359,666.99,Senegal,Cash Withdrawal,Web,17,1,105.09,0,3,0
4151,2020,474.24,United Kingdom,Cash Withdrawal,Tablet,0,31,86.33,0,1,0
4152,2359,128.17,Portugal,Card Payment,Web,19,11,95.74,0,0,0
4153,201,92.08,Portugal,Cash Withdrawal,Web,4,33,74.92,0,1,0
4154,1758,239.35,Senegal,Online Payment,Mobile,23,31,142.88,1,1,0
4155,1883,15.54,France,Transfer,Web,8,16,93.31,0,0,0
4156,340,83.16,Germany,Cash Withdrawal,Mobile,14,22,194.2,0,3,0
4157,1714,323.75,Portugal,Card Payment,Web,18,10,55.17,0,0,0
4158,1466,183.9,France,Card Payment,Tablet,8,19,161.03,0,0,0
4159,2523,225.19,Spain,Transfer,Tablet,19,34,94.39,0,0,0
4160,1235,72.24,Germany,Online Payment,Mobile,10,14,471.36,0,0,0
4161,2178,118.82,United Kingdom,Transfer,Mobile,23,20,66.64,1,0,0
4162,871,67.93,United Kingdom,Card Payment,Mobile,8,29,94.38,1,2,0
4163,1261,63.51,Senegal,Cash Withdrawal,Web,7,27,161.31,0,4,0
4164,443,144.59,United Kingdom,Cash Withdrawal,Web,14,25,45.79,0,2,0
4165,3802,530.33,Senegal,Online Payment,Mobile,15,16,27.04,0,0,0
4166,665,178.55,United Kingdom,Transfer,Web,14,30,128.96,1,2,0
4167,873,396.0,France,Transfer,Tablet,10,12,114.43,0,1,0
4168,743,14.89,France,Card Payment,Web,20,5,120.85,0,1,0
4169,2152,128.98,Germany,Transfer,Mobile,8,16,194.78,1,0,0
4170,2479,45.87,Germany,Online Payment,Mobile,22,28,240.86,0,3,0
4171,647,292.26,Senegal,Online Payment,Web,5,36,179.34,0,1,0
4172,109,138.96,United Kingdom,Card Payment,Web,14,15,102.34,0,3,0
4173,3708,100.82,Senegal,Cash Withdrawal,Tablet,7,12,217.0,0,3,0
4174,1567,62.68,Spain,Transfer,Web,0,27,106.09,0,2,0
4175,3357,94.03,United Kingdom,Card Payment,Mobile,3,33,58.18,0,2,0
4176,2049,395.27,Senegal,Cash Withdrawal,Tablet,11,10,157.14,1,3,0
4177,1713,191.69,Senegal,Card Payment,Mobile,18,26,111.98,0,1,0
4178,1531,14.49,Spain,Transfer,Web,19,22,137.56,0,2,0
4179,9,99.16,Senegal,Card Payment,Mobile,22,25,94.11,0,1,0
4180,408,424.63,Germany,Transfer,Mobile,10,15,92.86,0,2,0
4181,1151,201.45,Portugal,Online Payment,Mobile,16,11,107.07,0,2,0
4182,2457,35.88,United Kingdom,Card Payment,Tablet,14,19,169.27,0,3,0
4183,3681,51.27,France,Transfer,Mobile,9,22,188.69,0,1,0
4184,3293,37.36,France,Transfer,Tablet,7,45,224.65,1,0,0
4185,2571,530.9,Germany,Online Payment,Tablet,2,20,226.14,0,0,0
4186,1807,151.49,Portugal,Cash Withdrawal,Mobile,14,7,85.78,1,2,0
4187,2519,162.05,United Kingdom,Cash Withdrawal,Mobile,21,10,144.52,0,2,0
4188,3769,139.09,Senegal,Online Payment,Web,13,22,28.73,0,4,0
4189,1393,219.99,Senegal,Cash Withdrawal,Mobile,21,14,78.84,0,3,0
4190,1713,230.51,Senegal,Transfer,Mobile,18,23,169.39,0,0,0
4191,2869,277.22,Portugal,Cash Withdrawal,Web,17,28,94.13,1,1,0
4192,3266,162.23,Portugal,Card Payment,Mobile,4,36,209.04,0,1,0
4193,1601,154.07,Germany,Online Payment,Mobile,12,27,57.19,0,0,0
4194,1752,120.66,France,Cash Withdrawal,Mobile,4,20,102.51,0,0,0
4195,505,78.59,Spain,Cash Withdrawal,Tablet,4,32,120.15,1,1,0
4196,3354,60.15,Portugal,Cash Withdrawal,Tablet,16,32,199.27,0,2,0
4197,2040,159.4,Senegal,Card Payment,Web,4,33,41.99,0,0,0
4198,165,90.12,Senegal,Transfer,Web,10,8,165.14,0,0,0
4199,3082,30.49,Spain,Transfer,Mobile,22,12,78.14,0,3,0
4200,1064,26.87,Germany,Cash Withdrawal,Tablet,21,5,100.99,0,1,0
4201,1557,14.04,Spain,Transfer,Mobile,15,16,160.3,0,1,0
4202,1057,147.02,Senegal,Online Payment,Tablet,17,27,76.78,0,2,0
4203,1691,164.45,United Kingdom,Card Payment,Web,6,20,61.01,0,3,0
4204,387,843.91,Senegal,Cash Withdrawal,Tablet,0,20,133.7,0,2,0
4205,671,119.43,Portugal,Online Payment,Web,9,16,109.51,0,3,0
4206,3249,473.17,France,Cash Withdrawal,Mobile,4,18,65.74,0,1,0
4207,1295,224.64,United Kingdom,Transfer,Mobile,15,8,266.7,0,2,0
4208,1607,40.24,United Kingdom,Online Payment,Tablet,15,4,397.5,0,3,0
4209,1808,86.19,Spain,Cash Withdrawal,Tablet,13,9,349.0,0,1,0
4210,3286,228.4,Spain,Cash Withdrawal,Tablet,11,21,150.3,0,0,0
4211,1667,322.19,Portugal,Transfer,Web,0,43,88.9,0,2,0
4212,3976,245.1,Spain,Online Payment,Web,12,9,121.79,0,1,0
4213,450,82.77,France,Card Payment,Web,4,11,198.5,0,0,0
4214,2913,350.87,Germany,Transfer,Tablet,7,8,127.29,0,1,0
4215,2515,177.2,Germany,Transfer,Web,21,14,203.37,0,1,0
4216,299,103.92,France,Card Payment,Web,13,12,107.78,0,2,0
4217,3691,74.49,Senegal,Transfer,Mobile,6,22,182.83,0,1,0
4218,2254,56.82,Portugal,Card Payment,Web,11,35,48.65,0,2,0
4219,1900,397.14,France,Cash Withdrawal,Mobile,16,16,72.53,0,0,0
4220,1880,216.57,Senegal,Transfer,Mobile,20,15,97.1,0,1,0
4221,1199,506.3,Germany,Transfer,Mobile,6,11,77.47,0,2,0
4222,640,47.14,Portugal,Card Payment,Tablet,22,31,169.66,0,1,0
4223,2940,188.91,Germany,Online Payment,Web,23,29,120.37,0,2,0
4224,1668,66.68,Portugal,Transfer,Tablet,4,32,133.6,0,0,0
4225,3310,475.88,Spain,Online Payment,Mobile,0,31,298.12,1,1,0
4226,3618,301.1,France,Card Payment,Mobile,23,26,49.08,0,0,0
4227,3761,381.77,United Kingdom,Transfer,Web,8,31,151.88,0,1,0
4228,834,38.67,France,Transfer,Web,14,28,104.82,0,2,0
4229,3879,72.7,Spain,Transfer,Tablet,17,31,171.88,0,0,0
4230,3032,63.05,Portugal,Card Payment,Tablet,6,15,43.44,0,1,0
4231,2622,51.57,Portugal,Cash Withdrawal,Tablet,9,3,124.5,0,2,0
4232,2456,141.01,France,Card Payment,Tablet,11,22,262.85,0,0,0
4233,2930,195.18,Senegal,Card Payment,Mobile,4,27,82.81,0,1,0
4234,3552,179.65,Senegal,Transfer,Web,1,8,111.58,0,1,0
4235,3583,250.22,Senegal,Card Payment,Mobile,10,9,81.24,0,0,0
4236,1414,128.68,Spain,Card Payment,Tablet,1,30,188.74,0,3,0
4237,2088,76.76,Spain,Card Payment,Web,8,16,75.47,0,0,0
4238,252,210.62,United Kingdom,Transfer,Mobile,11,13,123.89,0,0,0
4239,1393,191.17,Senegal,Transfer,Web,6,37,73.99,0,3,0
4240,1125,68.46,Spain,Transfer,Web,9,9,123.08,0,1,0
4241,205,102.44,France,Card Payment,Tablet,20,22,231.47,1,0,0
4242,2115,69.45,United Kingdom,Online Payment,Web,14,36,173.0,1,4,0
4243,1847,112.44,Spain,Cash Withdrawal,Mobile,2,19,70.37,0,2,0
4244,634,152.22,Germany,Card Payment,Web,19,27,141.74,0,1,0
4245,2881,171.88,France,Online Payment,Tablet,3,26,44.19,0,2,0
4246,2114,51.32,Germany,Online Payment,Tablet,13,20,34.29,1,0,0
4247,1926,147.95,Germany,Online Payment,Web,18,23,125.68,0,0,0
4248,2720,183.59,France,Transfer,Web,2,18,34.1,0,2,0
4249,1315,435.66,Senegal,Cash Withdrawal,Tablet,6,14,60.38,0,0,0
4250,2637,44.98,Spain,Card Payment,Tablet,11,30,132.72,0,0,0
4251,615,434.63,Spain,Cash Withdrawal,Mobile,11,9,108.14,0,1,0
4252,2370,55.6,Portugal,Transfer,Web,5,10,72.6,0,3,0
4253,387,112.09,Germany,Online Payment,Web,17,15,127.66,1,1,0
4254,2210,139.04,United Kingdom,Online Payment,Web,17,12,99.2,0,1,0
4255,18,92.92,France,Card Payment,Mobile,16,7,26.82,0,2,0
4256,3383,57.33,Germany,Transfer,Web,12,1,143.93,0,1,0
4257,2652,510.54,France,Cash Withdrawal,Web,2,19,248.36,0,1,0
4258,2909,150.91,Senegal,Transfer,Web,4,8,165.31,0,2,0
4259,1229,616.93,Germany,Card Payment,Mobile,0,7,113.95,0,0,0
4260,781,28.46,Senegal,Online Payment,Mobile,23,27,71.11,0,0,0
4261,3136,183.11,France,Transfer,Web,15,25,139.55,0,0,0
4262,3892,193.32,Senegal,Card Payment,Tablet,9,1,181.48,1,2,0
4263,3001,112.11,Germany,Online Payment,Mobile,0,18,138.56,0,2,0
4264,1813,97.9,Senegal,Transfer,Mobile,1,32,170.93,0,6,0
4265,1142,49.0,France,Transfer,Web,21,16,220.01,0,1,0
4266,2777,68.4,Senegal,Cash Withdrawal,Tablet,21,40,234.58,0,5,0
4267,2713,287.7,Germany,Online Payment,Mobile,19,32,28.34,0,1,0
4268,3700,75.23,Germany,Card Payment,Tablet,18,1,32.22,0,3,0
4269,1541,136.6,United Kingdom,Online Payment,Web,12,29,75.23,0,0,0
4270,1213,141.08,Senegal,Online Payment,Tablet,7,1,255.32,0,4,0
4271,66,448.93,Senegal,Cash Withdrawal,Mobile,5,9,57.35,0,4,0
4272,3871,58.88,France,Online Payment,Tablet,22,1,405.19,0,1,0
4273,2557,146.06,France,Transfer,Mobile,2,23,133.56,0,1,0
4274,999,134.88,Spain,Card Payment,Web,0,13,117.86,0,1,0
4275,2752,29.87,France,Online Payment,Mobile,3,23,103.63,0,2,0
4276,2404,238.21,Senegal,Card Payment,Web,1,1,241.65,0,1,0
4277,284,506.02,Germany,Transfer,Web,0,14,75.45,1,2,1
4278,1644,109.32,United Kingdom,Transfer,Tablet,8,27,123.51,0,0,0
4279,2449,425.24,Germany,Transfer,Mobile,10,26,262.34,0,0,0
4280,848,105.36,United Kingdom,Online Payment,Mobile,19,24,199.07,0,1,0
4281,1651,801.62,Germany,Card Payment,Web,12,19,85.97,0,0,0
4282,2070,115.99,Germany,Online Payment,Web,21,10,41.79,0,2,0
4283,94,101.37,France,Card Payment,Web,22,9,80.36,1,1,0
4284,1734,146.79,United Kingdom,Transfer,Tablet,4,20,81.13,0,1,0
4285,1081,159.06,Spain,Transfer,Tablet,15,14,40.48,0,0,0
4286,162,329.16,Senegal,Transfer,Mobile,17,33,145.22,0,1,0
4287,1246,207.88,Portugal,Online Payment,Mobile,10,9,87.57,1,1,1
4288,3137,106.24,United Kingdom,Cash Withdrawal,Mobile,4,14,247.79,0,2,0
4289,3910,262.89,Portugal,Transfer,Tablet,1,22,116.99,0,3,0
4290,812,63.69,France,Cash Withdrawal,Web,20,30,205.03,0,2,0
4291,2920,153.21,France,Card Payment,Mobile,1,11,106.95,1,7,1
4292,215,198.15,Spain,Transfer,Mobile,17,22,157.69,0,2,0
4293,15,335.75,United Kingdom,Card Payment,Mobile,16,9,109.99,0,1,0
4294,1376,27.31,Portugal,Cash Withdrawal,Mobile,10,28,114.61,0,1,0
4295,3097,173.16,France,Card Payment,Tablet,23,12,108.7,0,2,0
4296,2893,75.78,France,Online Payment,Web,13,28,108.28,1,2,0
4297,1614,75.41,France,Card Payment,Tablet,2,12,37.77,1,3,0
4298,2602,150.66,Germany,Card Payment,Web,18,28,220.61,0,0,0
4299,2857,139.23,United Kingdom,Online Payment,Mobile,11,14,59.23,0,0,0
4300,3393,92.67,Senegal,Card Payment,Web,21,22,314.79,0,3,0
4301,3194,51.34,Portugal,Transfer,Mobile,19,22,84.92,0,0,0
4302,2477,113.24,Germany,Cash Withdrawal,Mobile,3,18,72.53,0,3,0
4303,3060,33.77,United Kingdom,Transfer,Tablet,13,20,196.37,0,1,0
4304,1672,405.47,Portugal,Cash Withdrawal,Tablet,0,30,97.97,0,3,0
4305,3328,56.89,Germany,Online Payment,Web,22,3,113.87,0,1,0
4306,1961,248.9,Germany,Transfer,Tablet,16,28,109.77,0,1,0
4307,1676,116.31,France,Online Payment,Tablet,16,18,79.19,0,3,0
4308,101,130.25,Senegal,Online Payment,Tablet,5,21,272.24,0,2,0
4309,2426,25.54,France,Transfer,Web,13,24,519.22,0,0,0
4310,2831,360.78,Spain,Card Payment,Tablet,22,31,259.4,0,1,0
4311,1627,267.06,Senegal,Online Payment,Web,5,6,140.17,0,0,0
4312,2467,62.66,Portugal,Card Payment,Web,9,29,84.35,0,4,0
4313,1303,35.89,Spain,Card Payment,Mobile,10,36,92.4,0,0,0
4314,1905,191.85,France,Online Payment,Web,19,18,101.69,0,2,0
4315,103,177.4,Spain,Transfer,Tablet,11,14,959.88,0,2,0
